rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
46,"spotify:track:3XjvMZqm2AQ8thMCD6w9w2","Anuel AA, Mambo Kingz, DJ Luian","Mas Rica Que Ayer","Real Hasta La Muerte, LLC & Hear This Music, LLC",46,53,4,"155167"
47,"spotify:track:5S8i9p2xS8M8pFqfZMbMzI","Rauw Alejandro, Subelo NEO","RON COLA","Sony Music Latin/Duars Entertainment",12,44,107,"154277"
48,"spotify:track:3xfWkp003WhKYWAk6vO0wv","Saiko, The Prodigiez","Sikora","2023 SAIKO",31,48,25,"153986"
49,"spotify:track:3HqcNJdZ2seoGxhn0wVNDK","KAROL G","PROVENZA","UMLE - Latino",2,46,319,"150618"
50,"spotify:track:4I4FFtKZLtyqw4he9pPtL7","Lauty Gram","Vida Gangster","Lautygram",50,61,32,"149786"
51,"spotify:track:2ypbIXW3a7fsLdLtLpZWDZ","Duki","Si Me Sobrara el Tiempo","DALE PLAY Records / SSJ Records",23,50,18,"149696"
52,"spotify:track:0T2pB7P1VdXPhLdQZ488uH","Feid","Normal","UMLE - Latino",15,51,242,"137686"
53,"spotify:track:6G12ZafqofSq7YtrMqUm76","Shakira, Ozuna","Monotonía","Sony Music Latin",4,49,138,"134834"
54,"spotify:track:6otePxalBK8AVa20xhZYVQ","KAROL G","MIENTRAS ME CURO DEL CORA","UMLE - Latino",46,57,11,"134289"
55,"spotify:track:3nsAcKRQ4MoNSKiwECG0Yv","Ana Mena, Natalia Lacunza","Me He Pillao x Ti","Sony Music Entertainment",52,56,11,"127706"
56,"spotify:track:7r5QwyDzxyikU1Kbkfz6FM","Lola Indigo, Luis Fonsi","CORAZONES ROTOS","Universal Music Spain S.L.",41,59,60,"122813"
57,"spotify:track:5x17YrAwajDUCqB8zT9ElY","Tiago PZK, Myke Towers","Traductor","WEA Latina",21,52,235,"122633"
58,"spotify:track:3l9YiADzNmEvBfZVPEF49F","Mora","CALENTÓN","Rimas Entertainment LLC",4,54,158,"121973"
59,"spotify:track:2vsoD8S1OyrWSVIA43hjaU","Feid","Si Te La Encuentras Por Ahí","UMLE - Latino",7,63,214,"121177"
60,"spotify:track:1r9Lbgiags0gJAS15Ygmc5","Natos y Waor, Al Safir","Gold Diggers","Natos y Waor",43,70,11,"116009"
61,"spotify:track:41oY4WCTj5kccfesTVFnvN","Bad Bunny, Jhayco","Tarot","Rimas Entertainment LLC",2,64,305,"113839"
62,"spotify:track:5R2hNuiiwnKVAUNktF9j2Y","sangiovanni, Aitana","mariposas","Universal Music Italia srL. (Sugar)",11,55,277,"112498"
63,"spotify:track:7oDd86yk8itslrA9HRP2ki","The Weeknd, Ariana Grande","Die For You - Remix","XO / Republic Records",55,62,11,"111678"
64,"spotify:track:3k3NWokhRRkEPhCzPmV8TW","Bad Bunny, Bomba Estéreo","Ojitos Lindos","Rimas Entertainment LLC",2,65,305,"111215"
65,"spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx","Bad Bunny, Chencho Corleone","Me Porto Bonito","Rimas Entertainment LLC",2,60,305,"109576"
66,"spotify:track:50naDXYjnGlLgrE7yUxsok","Quevedo","LISBOA","Quevedo",13,69,46,"109207"
67,"spotify:track:2rurDawMfoKP4uHyb2kJBt","Shakira, Rauw Alejandro","Te Felicito","Sony Music Latin",3,58,319,"105862"
68,"spotify:track:0EpdLuptraYGFZ6J7HNSLc","Ana Mena, Belinda","LAS 12","Epic",14,67,263,"105372"
69,"spotify:track:0TkIQ2I48rz4kpk1XpfyHq","Rvfv, Rels B","Mi Luz (ft. Rels B)","NASTU MUSIC",6,72,403,"102914"
70,"spotify:track:4Rjq1TZbF0bDstOs6SiI6J","Polimá Westcoast, Quevedo, Mora","LACONE","Sony Music Entertainment Chile S.A",9,76,102,"100997"
71,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",20,81,191,"100090"
72,"spotify:track:1IHWl5LamUGEuP4ozKQSXZ","Bad Bunny","Tití Me Preguntó","Rimas Entertainment LLC",1,66,305,"99519"
73,"spotify:track:7dT6ccDqmMHvz5C0d8iUND","Abraham Mateo, Ana Mena","Quiero Decirte","Sony Music Entertainment",39,79,275,"99485"
74,"spotify:track:0WtM2NBVQNNJLh6scP13H8","Rema, Selena Gomez","Calm Down (with Selena Gomez)","Mavin Records / Jonzing World",36,73,135,"99122"
75,"spotify:track:1U6oVlu9LhCCj7mRfsomDp","Ana Mena","Un Clásico","Sony Music Entertainment",51,86,46,"98569"
76,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",7,71,340,"97367"
77,"spotify:track:3gOI5aQD4mOMLsP3aWrkon","KAROL G","TUS GAFITAS","UMLE - Latino",48,87,11,"95950"
78,"spotify:track:2oW52tBeJNSv93Ct5AJb8q","Sebastian Yatra","Una Noche Sin Pensar","UMLE - Latino",68,88,18,"95795"
79,"spotify:track:6i1g5ZRmJZAkDwBaUZ3f2i","Luar La L","Caile","La Mafia Urbana Corp.",4,75,217,"95283"
80,"spotify:track:2lmWwBLVJ2P0HX491zkYws","Eladio Carrion","Mbappe","Rimas Entertainment LLC",8,85,109,"94245"
81,"spotify:track:4UGqAW9i7NtE5mW9xzm6yk","Rauw Alejandro, Baby Rasta","PUNTO 40","Sony Music Latin/Duars Entertainment",5,78,165,"94154"
82,"spotify:track:6ylDpki1VpIsc525KC1ojF","Sebastian Yatra","Tacones Rojos","UMLE - Latino",2,68,501,"94008"
83,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",51,74,347,"93502"
84,"spotify:track:6mmPpaltUZK7xjNlBPQQ0p","Rauw Alejandro, Chencho Corleone","Desesperados","Sony Music Latin/Duars Entertainment",1,89,452,"86335"
85,"spotify:track:0fLOPPoyIaPTe8dm2Mrft3","Anuel AA","Tú No Lo Amas","2018 Real Hasta La Muerte, Inc.",75,77,52,"85969"
86,"spotify:track:0CLVh9I8uHfuyorOdLFim7","Beret, Estopa","Diablo","WM Spain",22,110,186,"85740"
87,"spotify:track:5S7FewmYYyLNdMOfeEcB6P","Mora","COMO HAS ESTAU?","Rimas Entertainment LLC",9,94,123,"84694"
88,"spotify:track:1sbNEFiURUYfy024cJX8JG","Feid","Ferxxo 100","UMLE - Latino",44,105,276,"84329"
89,"spotify:track:2LgxW2t2H6lAf7tJuOnxxj","Duki","Antes de Perderte","DALE PLAY Records / SSJ Records",16,103,276,"84312"
90,"spotify:track:5zfUKIkOzlbzPNOsQD9VGC","Belén Aguilera","GALGO","Belén Aguilera",77,97,11,"84284"
91,"spotify:track:5TMLavqGRKNxgzMBrVpC9R","zzoilo, Aitana","Mon Amour - Remix","Universal Music Spain S.L.",1,80,567,"83831"
92,"spotify:track:7FlQk2gJ6TBrHHiidvdR2O","Becky G, KAROL G","MAMIII","Kemosabe Records/RCA Records",2,91,389,"83241"
93,"spotify:track:4jhHaLksdP8DJZzxYAjOSz","Eladio Carrion, Bad Bunny","Kemba Walker","Rimas Entertainment LLC",60,93,449,"82785"
94,"spotify:track:6VAS7m73rDopQe7BdrFMpD","Bizarrap, Tiago PZK","Tiago PZK: Bzrp Music Sessions, Vol. 48","DALE PLAY Records",1,84,433,"81322"
95,"spotify:track:1aUq8rjW1EwkAkMri4VfJy","Rauw Alejandro, Lyanno, Brray","LOKERA","Sony Music Latin/Duars Entertainment",13,102,224,"81082"
96,"spotify:track:3fjN3y5x4hN53rykAN2LHQ","Rels B","cómo dormiste?","DALE PLAY Records / Flakk Team",7,108,214,"79743"
97,"spotify:track:0quM3iWAOKw9OGIMBsppSC","India Martinez, Melendi","SI ELLA SUPIERA","Sony Music Entertainment",45,112,175,"79660"
98,"spotify:track:03a359wbiUsjN9h6yzXvmS","Duki, KHEA","She Don't Give a Fo","DALE PLAY Records",13,83,1050,"79396"
99,"spotify:track:7MkylDYvKTSuWgrsBhHlsG","Bizarrap, Duki","Duki: Bzrp Music Sessions, Vol. 50","DALE PLAY Records",1,95,111,"79082"
100,"spotify:track:70JnnNNAxPjvZGPwjJfX47","La La Love You, Axolotes Mexicanos","El Fin del Mundo","Subterfuge Records",36,98,958,"78513"
101,"spotify:track:1A9PKAFEHMWgXNLpgf7k4J","Myke Towers","Piensan","2020 One World Music & Casablanca Records | Powered by GLAD Empire, LL",27,96,236,"78400"
102,"spotify:track:5Eax0qFko2dh7Rl2lYs3bx","Bad Bunny","Efecto","Rimas Entertainment LLC",9,99,305,"77699"
103,"spotify:track:1LiN0Z98FkR1t0m8KmLcAH","Anuel AA, Haze","Amanece","House of Haze",5,90,456,"77681"
104,"spotify:track:25MXhQD6t6jkWhYcuGBcjt","Belén Aguilera","ANTAGONISTA","Must Producciones",20,113,45,"77590"
105,"spotify:track:1F205Nl2feOSYSztLNOJAL","Eladio Carrion, Brytiago","3 Am","Rimas Entertainment LLC",96,100,196,"77178"
106,"spotify:track:3nfICwo20uiFdEGzgNUSrG","Aitana, Nicki Nicole","Formentera","Universal Music Spain S.L.",1,101,459,"76930"
107,"spotify:track:6Vn1vje8yMw2OY6IOk9dkH","KAROL G, Maldy","GATÚBELA","UMLE - Latino",22,114,183,"76252"
108,"spotify:track:0NZPBYD5qbEWRs3PrGiRkT","Sam Smith, Kim Petras","Unholy (feat. Kim Petras)","Capitol Records UK / EMI",30,107,165,"75633"
109,"spotify:track:0otoSS2m3QjbDLzsHMobgK","Justin Quiles, Myke Towers","Whiskey y Coco","WEA Latina",27,126,53,"75422"
110,"spotify:track:15wMJJiVpt2ABQw032Rywi","Quevedo","No Me digas Nada","Quevedo",9,109,154,"74046"
111,"spotify:track:79Mko9WRph1VIsxiUom4zv","Myke Towers","Solo $exo","WEA Latina",52,82,21,"73218"
112,"spotify:track:5R7l05dglCrUX0qjZ1Eec1","Cyril Kamer","Cinderella","22 Los Rebeldes distributed by Altafonte",12,92,243,"72700"
113,"spotify:track:4iaNmAvcZ6sPGvgZ6vQQdx","Quevedo, Linton","Ahora y Siempre","Quevedo",4,111,406,"71716"
114,"spotify:track:76OGwb5RA9h4FxQPT33ekc","Rosa Linn","SNAP","Columbia",68,117,244,"71033"
115,"spotify:track:6Xom58OOXk2SoU711L2IXO","Bad Bunny","Moscow Mule","Rimas Entertainment LLC",1,106,305,"70953"
116,"spotify:track:1O2pcBJGej0pmH2Y9XZMs6","Cris Mj","Una Noche en Medellín","Nabru Records LLC",1,104,379,"70846"
117,"spotify:track:0fea68AdmYNygeTGI4RC18","J Balvin, Bad Bunny","LA CANCIÓN","Universal Music Latino / Rimas",5,115,1070,"69959"
118,"spotify:track:04d4GpLedinwpfctvgOIhY","Quevedo, La Pantera","Piel de Cordero","Quevedo",1,122,393,"68882"
119,"spotify:track:7Cg58yt6PVyvckydVLRZsp","Miranda!, Emilia","Uno los Dos","Sony Music Argentina",119,149,4,"68381"
120,"spotify:track:1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill","Top Dawg Entertainment/RCA Records",77,116,74,"67279"
121,"spotify:track:3rdAz1fbUfZxYgaCviYhRo","Rauw Alejandro","Todo De Ti","Sony Music Latin/Duars Entertainment",1,120,656,"65988"
122,"spotify:track:7eTv2OTr3aY5iKtFdBusoA","KAROL G","BESTIES","UMLE - Latino",59,156,11,"65628"
123,"spotify:track:7B8Oux2lcjPTfInXAbabbx","Recycled J, Selecta","150 CANCIONES","WM Spain",20,177,32,"65512"
124,"spotify:track:1b62AO1IzcVr5SOgoguc9o","Eladio Carrion, Bizarrap, Duki","Sin Frenos","Rimas Entertainment LLC",34,123,311,"65397"
125,"spotify:track:0G2zPzWqVjR68iNPmx2TBe","Mora, Bad Bunny, Sech","Volando - Remix","Rimas Entertainment LLC",3,127,607,"64963"
126,"spotify:track:1Sym1HsTqsa2pYKhYL1j15","Eladio Carrion, Rels B","Me Gustas Natural","Rimas Entertainment LLC",50,134,446,"64874"
127,"spotify:track:2JPLbjOn0wPCngEot2STUS","Bad Bunny","Yonaguni","Rimas Entertainment LLC",2,118,641,"64844"
128,"spotify:track:6ebo7CQn4ILLGvXRmXHhQz","TINI, Maria Becerra","Miénteme","5020 Records",3,124,676,"64468"
129,"spotify:track:31i56LZnwE6uSu3exoHjtB","Bad Bunny","Neverita","Rimas Entertainment LLC",9,119,305,"64046"
130,"spotify:track:4bycD60yZgR6anIBtmU8UH","KAROL G, Carla Morrison","MAÑANA SERÁ BONITO","UMLE - Latino",87,143,11,"63901"
131,"spotify:track:6ifUES3keWjwXgae8pXI3o","Danny Ocean","Me Rehúso","Atlantic Records",1,121,1668,"63360"
132,"spotify:track:1j4yhkxSCEDmiLVKjpYKWq","Daddy Yankee, Justin Quiles, Dalex","LA HORA Y EL DÍA","Republic Records",78,137,18,"63232"
133,"spotify:track:4FjkjrvfbB3C4eUqWlw3vB","Rvfv, Pablo Mas","Mami","NASTU MUSIC",13,128,373,"62351"
134,"spotify:track:1FlL8ycld6uVDDyhV7P5FA","Rauw Alejandro","Cúrame","Sony Music Latin/Duars Entertainment",2,135,620,"62050"
135,"spotify:track:20NeR3CwuyGfRktTncKRU7","Pablo Alborán, Maria Becerra","Amigos (con Maria Becerra)","WM Spain",49,172,116,"61757"
136,"spotify:track:2beS6dD5rovBxSA1zYoSHR","Jhayco, J Balvin, Bad Bunny","No Me Conoce - Remix","N&E Entertainment LLC",4,131,1303,"61755"
137,"spotify:track:3hKFVBIUvDyigbQLZR4z9H","Enol, Marmi","SANTORINI (feat. Marmi)","WM Spain",137,160,14,"61648"
138,"spotify:track:5WxYU8RRzy5X0kC6Fx9SpI","C. Tangana, NATHY PELUSO","Ateo","Sony Music Entertainment",1,130,515,"61387"
139,"spotify:track:3jUDqkHatwtprUmZ8epP8P","KAROL G, Sech","DAÑAMOS LA AMISTAD","UMLE - Latino",66,140,11,"61227"
140,"spotify:track:6gN4xor5X60aNKrvyjMBPU","Quevedo","CUÉNTALE","Quevedo",11,146,46,"59986"
141,"spotify:track:6odrHMSLjP3aOXC4ipKUC6","Yng Lvcas","La Bebe","Yng Lvcas",111,145,20,"59953"
142,"spotify:track:63ZedTAVRCICh2CNLWnsPZ","Beny Jr, Morad, K y B","Sigue","K y B",14,133,340,"59639"
143,"spotify:track:1VauUM5CBX7nkLcgafQL2B","Bizarrap, Eladio Carrion","Eladio Carrion: Bzrp Music Sessions, Vol. 40","DALE PLAY Records",11,129,544,"59574"
144,"spotify:track:73vIOb4Q7YN6HeJTbscRx5","Oliver Tree, Robin Schulz","Miss You","Atlantic Records",43,157,146,"58664"
145,"spotify:track:6C1RD7YQVvt3YQj0CmuTeu","Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz","Diles","Rimas Entertainment LLC",72,125,797,"58374"
146,"spotify:track:55oRR1s2W1xX2evrUCaOSb","La La Love You, Samuraï","El Principio de algo","Subterfuge Records",80,173,37,"58341"
147,"spotify:track:4SMeOd5Fb7Rp92ODZTWCHV","Quevedo, JC Reyes","MUÑECA","Quevedo",16,153,46,"58317"
148,"spotify:track:6WU2eYUtOL91iROonROPyh","Bad Gyal, Quevedo","Real G","Universal Music Latino/Interscope",9,154,95,"57937"
149,"spotify:track:6DoL1yYIwEW7VZMRaJhoJI","Chris Jedi, Anuel AA, Chencho Corleone, Ñengo Flow","La Llevo Al Cielo (Ft. Ñengo Flow)","UMLE - Latino",7,144,291,"57786"
150,"spotify:track:4iGnpp1h0i33lpoP42Y8Jt","Aitana, Emilia, Ptazeta","Quieres","Universal Music Spain S.L.",22,147,228,"57617"
151,"spotify:track:4hceSKjrkDTO0nMKFcb3sj","Bizarrap, Villano Antillano","Villano Antillano: Bzrp Music Sessions, Vol. 51","DALE PLAY Records",4,139,271,"57543"
152,"spotify:track:1ZkIxbmM3ZUhn2OayBdwe5","Raul Clyde, Saiko","Tuenti - Remix","Raul Clyde x Saiko",152,-1,11,"57453"
153,"spotify:track:0Bv7O6fmZk3GrNQFYJaXPn","La Pantera, Quevedo, Juseph, Abhir Hathi, Bejo, Cruz Cafuné, EL IMA","Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]","La Pantera",1,138,417,"57367"
154,"spotify:track:6yNIT5iO7lUGOFDLG5CPJC","Rauw Alejandro","CORAZÓN DESPEINADO","Sony Music Latin/Duars Entertainment",41,165,89,"57207"
155,"spotify:track:4HYDUMY0xSpeBr0AMY9cUz","Jay Wheeler, DJ Nelson, Myke Towers","La Curiosidad","Linked Music / Dynamic Records / EMPIRE",2,151,926,"56585"
156,"spotify:track:2J8lIDwvxPZQQ0I0wt1oRO","Ptazeta, Lola Indigo","Tiki Tiki","Interscope Records",93,136,32,"56372"
157,"spotify:track:4YBgxy0sK4ykesIYuLldxz","Quevedo","ME FALTA ALGO","Quevedo",19,164,46,"56342"
158,"spotify:track:2zQvtkghOHiBG48Bj0oFR9","Natos y Waor","Cicatrices","Natos y Waor",23,171,1334,"54926"
159,"spotify:track:0eVborSuxUeSg0meWYd9dZ","Fito y Fitipaldis","Soldadito marinero","DRO/EastWest Spain",111,141,1760,"54866"
160,"spotify:track:6J3kt4eAqRffh5lBuHJJSO","Rauw Alejandro, Playero","DE CAROLINA","Sony Music Latin/Duars Entertainment",90,167,96,"54329"
161,"spotify:track:3GaGWoU1KfVqgl7vnRHP55","C. Tangana","Demasiadas Mujeres","Sony Music Entertainment",1,152,879,"54175"
162,"spotify:track:6AQbmUe0Qwf5PZnt4HmTXv","PinkPantheress, Ice Spice","Boy's a liar Pt. 2","Warner Records",118,142,19,"54159"
163,"spotify:track:0poQY3RMThmIiutOGv3yH3","Maria Becerra","AUTOMÁTICO","300 Entertainment",16,169,179,"54145"
164,"spotify:track:0FDTPGlLjF8SGWSsHyzNBe","Rels B","pa quererte","DALE PLAY Records / Flakk Team",16,186,123,"53865"
165,"spotify:track:6sHBvzRsuGunQTfCk18KXi","Juan Magán","Bailando por Ahi","Columbia",128,132,12,"53702"
166,"spotify:track:3tTzInzRZC7kRMK1sRfT14","Marta Santos","La Bachata","Virgin Music Spain",154,192,17,"53030"
167,"spotify:track:3v1dCP3hk2djfWryqfp7sx","Melendi","Caminando por la vida","Parlophone Spain",138,148,501,"52883"
168,"spotify:track:2NMjggapJcXXM7WccGEBUO","Bad Bunny","Enséñame a Bailar","Rimas Entertainment LLC",14,158,298,"52746"
169,"spotify:track:17BqQS5Cj899fQR8e6gvk9","Omar Montes, Farruko","Patio de la Cárcel - Tangos","Sony Music Latin",13,168,102,"52683"
170,"spotify:track:0rvbMTIWwMZaMC9UnubDPb","Mora","DOMINGO DE BOTE","Rimas Entertainment LLC",3,179,123,"52506"
171,"spotify:track:2bbwjxA68m9PHZFWgF1fze","Duki","GIVENCHY","DALE PLAY Records / SSJ Records",3,161,229,"52224"
172,"spotify:track:0O0kmHHBUG4YCqrKvMnmQy","Rels B","yo pr1mero","DALE PLAY Records / Flakk Team",39,-1,33,"52222"
173,"spotify:track:505v13epFXodT9fVAJ6h8k","KAROL G","AMARGURA","UMLE - Latino",102,-1,10,"52164"
174,"spotify:track:5nBHB9JZjBS087RSDgIEon","Hozwal, Young Miko, Lil Geniuz","Big Booty","SJ Record",158,-1,8,"52096"
175,"spotify:track:4MzXwWMhyBbmu6hOcLVD49","Bad Bunny, Jhayco","DÁKITI","Rimas Entertainment LLC",1,150,858,"51968"
176,"spotify:track:1VB4sadHjFcFklHcZuoROi","Estopa","Como Camarón","Ariola",125,159,792,"51895"
177,"spotify:track:6yCjU5j6YHbux2VQCBTTE1","Melendi","Tu jardín con enanitos","WM Spain",109,166,481,"51672"
178,"spotify:track:559YUIWxUc8Mx4lsla13Ff","Mora, YOVNGCHIMI","MODELITO","Rimas Entertainment LLC",13,196,63,"51571"
179,"spotify:track:5ddFjrPG8NgQQ6xlOQIVd2","C. Tangana, Niño de Elche, La Húngara","Tú Me Dejaste De Querer","Sony Music Entertainment",1,163,852,"51333"
180,"spotify:track:7rJ1eWSl8VIoKW9Qj7ImSU","Quevedo","DONDE QUIERO ESTAR","Quevedo",18,194,45,"51184"
181,"spotify:track:24PUqZJcXUjByIybGftoHZ","Quevedo","LUCES AZULES","Quevedo",17,191,45,"51096"
182,"spotify:track:655JkvIwu2rDCaD1hPf04g","Sebastian Yatra, Myke Towers","Pareja Del Año","UMLE - Latino",1,170,689,"51014"
183,"spotify:track:0QHEIqNKsMoOY5urbzN48u","Meghan Trainor","Made You Look","Epic",104,189,125,"50770"
184,"spotify:track:0V3wPSX9ygBnCm8psDIegu","Taylor Swift","Anti-Hero","Taylor Swift",16,181,134,"50683"
185,"spotify:track:1HNcDOIGo9CE4sZoK5mhCq","Juseph, Cruz Cafuné, Wiso Rivera","Muchoperro","Juseph",21,185,186,"50660"
186,"spotify:track:5n2XTRsYFlZwNBp06KAjDX","Cosculluela, Bad Bunny","Madura","Rottweilas, Inc.",7,162,324,"50569"
187,"spotify:track:7k3qWn8D43a5ISa3x8lJux","Anuel AA","¿Qué Nos Pasó?","Real Hasta La Muerte, LLC",48,155,239,"50568"
